3,0,25,3,2,2,1,0,0,4,3,2,0,0,12,6,0,2,3,0,0,1,5,2,0,0,3,1,0,0,0
0,3,5,0,0,0,0,0,0,0,2,1,0,1,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,15,0,0,0,2,1,0,0,2,0,1,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,27,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,2,27,5,4,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,27,12,32,9,6,3,3,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,82,8,27,0,5,4,0,2,1,0,0,0,3,8,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,3,86,14,2,26,1,3,8,3,0,1,0,3,9,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,7,47,9,0,0,1,0,0,1,0,1,12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,1,0,3,2,1,4,0,50,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,30,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,2,1,0,7,0,10,10,62,3,29,48,125,199,104,2,35,118,18,1,0,7,4,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,36,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,16,61,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,27,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,2,3,4,2,0,0,5,10,2,30,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
0,0,0,0,0,0,0,0,0,0,4,2,1,0,3,3,6,2,0,0,0,3,10,0,0,0,2,11,0,2,14
