18,0,144,13,12,11,4,3,0,31,17,48,8,5,55,80,12,5,5,0,0,13,32,2,0,0,9,11,0,0,0
0,14,24,0,2,0,2,9,0,3,4,7,0,2,26,16,12,0,0,0,0,1,4,0,0,0,4,1,0,0,0
0,0,136,6,9,1,4,3,0,1,11,11,2,0,11,20,2,2,4,0,0,4,12,0,0,0,0,2,0,0,1
0,0,10,109,4,0,0,0,0,3,13,2,0,1,4,30,10,0,0,0,0,1,8,1,1,0,7,0,0,0,0
0,0,4,5,156,3,1,2,0,2,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,9,2,0,0,0
0,0,1,0,7,148,16,28,0,2,4,11,2,2,10,5,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0
0,0,2,0,2,2,54,4,0,12,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,4,10,151,0,0,2,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1,1,1,16,178,72,287,38,40,11,27,14,4,0,1,0,11,45,2,1,0,3,3,0,0,0
0,0,4,0,0,1,0,0,0,467,48,236,16,17,10,34,23,9,1,1,0,21,57,23,0,0,2,2,0,0,0
0,0,5,0,0,0,0,1,0,24,542,213,9,212,5,64,53,54,2,3,0,46,107,65,9,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,6,12,170,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,3,12,37,430,143,1,8,33,16,0,4,0,49,102,31,1,0,3,0,0,0,0
0,0,2,0,0,0,0,0,0,1,2,0,4,163,0,0,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,1,0,6,8,0,6,12,10,2,4,463,37,5,1,0,0,0,0,6,0,0,0,3,0,0,0,0
0,0,3,6,0,0,0,0,0,9,14,2,2,2,5,235,3,2,0,0,0,1,3,0,0,0,7,0,0,0,0
0,0,0,0,0,1,0,0,0,2,17,7,0,4,0,15,332,5,1,1,0,3,14,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,4,4,8,2,0,2,10,295,0,2,0,3,4,0,0,0,0,0,0,0,0
0,2,6,1,0,6,5,5,0,58,51,104,88,574,42,459,539,1272,1420,760,19,352,1013,211,8,4,123,29,0,0,2
0,0,2,0,0,0,0,0,0,0,8,2,5,3,0,0,6,40,1,247,0,4,15,9,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,5,5,5,8,30,0,4,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,51,124,0,2,0,2,1,0,0,0
0,1,0,1,0,0,0,1,0,1,9,0,7,1,2,2,1,3,0,0,0,140,391,1,2,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,2,3,1,0,1,14,0,0,0,9,20,167,1,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,7,27,1,13,2,1,4,17,18,4,4,0,27,85,36,307,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,3,17,0,0,9,2,3,1,0,0
0,0,0,2,0,0,0,0,0,1,4,0,0,1,1,4,10,0,0,0,0,2,6,0,0,0,177,1,0,0,0
0,0,2,0,2,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,2,3,0,0,0,7,78,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,8,15,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,3,5,0,30,1
0,0,0,3,0,0,0,0,0,11,9,10,1,4,9,51,11,9,0,0,0,17,53,0,0,0,10,44,6,7,60
