outputDesJS,12,1,22,13,28,19,20,24,21,3,8,16,17,18,10,14,7,6,5,30,29,27,15,9,4,23,2,31,26,25,11,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,
25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,17,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,
29,0,2,1,0,0,0,0,0,0,1,0,0,0,0,17,0,0,1,0,1,1,1,0,0,1,0,1,0,0,2,0,
33,1,2,1,0,0,0,0,0,0,1,0,0,0,0,18,2,0,1,0,1,1,1,0,0,1,0,1,0,0,2,0,
37,1,2,1,0,0,0,0,0,0,1,0,0,0,0,18,3,0,1,0,1,1,1,0,0,1,0,1,1,1,3,0,
47,1,3,1,0,1,2,1,0,0,2,0,0,0,0,18,4,0,1,0,1,1,1,0,0,1,0,1,1,1,4,2,
52,1,3,1,0,1,2,1,0,0,2,0,1,0,0,19,5,1,1,0,1,1,1,0,0,1,0,1,1,2,4,2,
59,1,3,1,1,2,3,1,0,0,2,0,1,0,0,19,5,1,1,0,1,1,1,1,0,2,1,1,1,3,4,2,
70,1,4,1,2,2,3,2,1,0,2,0,1,2,0,19,5,1,1,1,3,1,1,1,1,2,1,1,1,4,4,2,
79,1,4,1,3,2,3,2,2,0,2,1,1,3,0,19,6,1,1,1,4,1,1,1,1,2,2,1,1,6,4,2,
87,1,4,1,3,2,3,3,2,0,3,1,1,3,0,21,7,1,2,1,4,1,1,2,1,2,2,2,1,6,4,2,
99,1,4,2,3,2,3,3,2,0,3,1,2,3,1,21,8,1,4,1,4,2,3,2,1,2,3,3,1,7,4,2,
108,1,4,2,3,2,3,3,2,0,3,2,3,3,2,21,8,1,4,1,4,3,4,2,1,2,3,6,1,7,5,2,
120,1,4,3,3,3,3,5,2,0,3,2,4,5,2,21,8,1,4,1,4,3,4,4,1,2,5,6,1,7,6,2,
131,1,4,3,3,3,3,5,2,0,4,3,4,7,2,23,8,1,4,3,4,3,4,4,1,3,5,6,1,8,6,3,
137,1,4,3,4,3,3,5,2,1,5,3,4,7,2,23,8,1,4,4,4,3,5,4,1,3,5,6,2,8,6,3,
157,1,4,5,4,3,4,6,5,2,5,3,4,7,3,23,10,2,4,5,5,3,5,4,2,3,6,7,4,9,6,3,
171,1,4,5,5,4,4,7,5,2,5,3,4,7,3,24,10,2,5,5,7,4,5,5,2,3,8,7,4,10,6,5,
185,2,5,5,5,4,4,8,5,2,5,3,6,8,3,25,10,2,6,5,8,5,5,6,2,3,8,9,5,10,6,5,
209,2,6,7,7,5,5,8,7,3,6,3,8,9,3,25,10,3,8,5,9,6,6,6,3,4,8,9,6,10,6,6,
220,2,7,7,7,6,5,8,8,3,6,3,8,9,4,26,10,3,8,6,9,7,6,7,3,4,10,9,6,10,6,7,
242,2,7,8,7,7,6,8,8,4,6,4,10,10,5,26,10,4,8,8,11,7,7,9,4,4,11,10,7,10,6,8,
258,2,9,8,7,7,6,9,8,4,7,5,11,11,5,27,11,4,9,8,12,7,7,9,4,4,11,11,7,11,8,9,
285,3,9,8,8,7,7,9,9,5,11,6,13,12,6,27,12,5,9,9,14,9,8,10,4,5,12,11,8,11,9,9,
299,3,9,9,8,8,7,10,10,5,11,7,13,12,6,27,12,5,10,9,14,10,8,12,4,5,12,12,9,13,10,9,
312,3,9,9,8,8,7,11,10,6,12,7,13,12,6,27,12,5,10,10,14,12,9,12,5,6,13,13,9,14,11,9,
328,3,9,11,10,8,7,12,10,6,13,7,15,12,6,28,14,5,10,10,15,13,9,12,5,7,13,13,10,15,11,9,
352,6,11,12,10,8,7,13,11,7,15,7,16,13,6,28,16,6,11,10,15,15,9,12,6,7,14,13,11,15,13,9,
385,7,12,13,12,9,7,14,11,9,15,7,18,14,8,31,21,7,11,10,15,16,9,14,6,7,14,16,12,16,14,10,
406,7,12,13,13,11,8,14,14,10,16,8,18,14,8,32,21,7,12,10,17,16,9,16,6,8,14,17,13,16,15,11,
427,7,13,13,13,13,10,14,15,12,17,8,19,14,8,34,22,8,12,10,17,19,9,16,7,8,15,17,13,17,15,12,
