outputOriSC,12,1,22,13,28,19,20,24,21,3,8,16,17,18,10,14,7,6,5,30,29,27,15,9,4,23,2,31,26,25,11,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
71,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,67,0,0,0,0,0,
79,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2,0,0,2,0,0,1,68,0,0,0,0,0,
83,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,1,3,0,0,2,0,0,1,68,0,0,1,0,1,
94,1,0,1,0,1,0,3,0,0,1,0,0,3,0,0,0,1,1,3,0,0,2,2,0,1,69,1,0,1,1,2,
98,1,1,1,0,1,0,4,0,0,1,0,0,3,0,0,0,1,1,3,0,0,2,2,0,1,71,1,0,1,1,2,
106,1,1,1,0,1,0,4,0,0,1,0,1,4,0,0,0,1,1,3,2,0,2,2,2,1,72,1,1,1,1,2,
112,1,1,1,0,1,0,5,0,0,1,1,1,4,0,1,0,1,1,4,2,1,2,2,2,1,72,1,2,1,1,2,
121,1,1,2,0,2,0,5,0,0,1,1,1,4,0,1,0,2,1,4,2,1,3,2,3,1,74,1,3,1,1,3,
130,1,1,2,0,2,0,5,0,1,1,2,2,5,0,2,0,2,2,4,3,1,3,2,3,2,74,1,4,1,1,3,
142,2,1,2,0,2,0,5,1,2,2,2,4,5,0,2,0,2,3,5,3,1,3,3,4,3,74,1,5,1,1,3,
159,3,1,3,0,2,1,6,1,2,3,3,5,5,0,3,0,2,5,6,3,2,3,3,5,3,74,1,5,3,3,3,
167,3,2,4,0,3,1,6,1,2,3,3,7,5,0,3,0,2,5,6,3,3,3,3,6,3,74,1,5,3,4,3,
182,4,2,5,0,3,1,7,1,2,3,4,7,6,0,5,0,2,5,6,5,3,4,3,7,3,74,2,5,4,5,4,
196,4,2,5,0,3,1,8,1,2,4,5,8,8,0,5,0,2,7,7,5,4,4,3,7,4,74,2,6,4,5,6,
211,4,4,7,0,3,2,8,1,2,4,5,8,8,1,5,0,2,7,8,5,5,5,3,8,4,74,4,7,4,6,7,
236,6,5,7,2,4,2,9,1,3,7,5,10,8,4,6,0,2,7,9,5,5,5,3,8,6,75,6,8,4,6,8,
248,6,5,8,2,4,3,9,2,3,7,5,10,8,4,8,0,2,7,10,5,6,6,4,8,6,76,7,8,4,7,8,
265,7,5,8,3,5,5,10,2,4,8,5,10,8,5,8,2,2,7,11,5,6,7,5,8,6,76,7,11,4,7,8,
278,7,5,8,3,6,5,11,2,6,9,6,10,8,5,8,3,2,7,11,6,7,8,5,10,6,76,7,11,4,7,9,
297,7,5,9,3,6,6,11,2,6,10,8,10,9,5,10,4,4,7,11,7,7,9,5,10,6,77,7,12,4,9,11,
325,9,6,10,3,6,8,11,4,8,11,9,10,10,6,11,4,5,9,11,7,9,10,6,13,7,79,7,12,4,9,11,
342,10,6,10,3,7,9,13,6,8,11,9,10,11,6,11,4,5,9,13,9,10,10,7,13,7,80,7,12,4,11,11,
357,10,6,10,4,7,9,13,8,9,12,9,11,11,7,12,5,6,9,13,9,11,11,7,14,7,80,7,12,5,12,11,
368,11,6,10,5,7,9,13,8,9,13,9,11,11,8,12,5,6,9,14,9,12,11,8,16,7,80,7,12,5,12,13,
388,12,7,12,5,9,9,14,9,9,13,11,12,11,10,13,6,6,9,14,11,13,11,9,16,7,80,8,12,5,12,13,
406,12,7,13,5,9,10,14,9,9,13,13,12,11,12,13,6,6,10,14,11,14,12,10,17,7,81,10,13,6,13,14,
423,13,8,13,5,11,10,14,9,9,13,14,12,11,12,14,6,7,10,15,13,14,12,11,18,7,83,10,14,7,13,15,
452,16,9,15,8,12,10,15,11,11,13,14,13,12,13,14,8,8,10,15,16,14,13,11,18,8,83,11,14,8,13,16,
480,17,11,16,8,12,11,15,11,12,15,15,13,13,13,14,8,9,12,16,17,15,13,13,21,10,84,11,14,8,14,19,
499,18,12,17,8,12,12,16,12,12,16,15,15,13,13,15,8,9,13,16,17,15,13,13,21,10,87,12,14,9,17,19,
524,19,12,18,8,13,13,18,12,15,16,15,15,14,13,17,8,10,13,16,18,15,14,14,22,11,90,14,15,9,17,20,
549,20,14,18,9,13,14,18,13,16,16,15,15,15,14,17,8,11,15,19,20,15,15,15,22,13,90,17,15,10,17,20,
572,22,16,18,9,13,14,19,13,17,18,17,16,16,15,17,8,12,15,19,20,16,15,16,23,13,91,19,16,11,18,20,
605,23,18,19,11,14,15,19,13,17,19,17,16,19,16,18,9,12,18,19,22,16,18,19,23,13,92,19,18,12,20,21,
631,24,18,20,11,15,16,20,14,17,19,17,18,22,16,18,9,13,20,21,23,17,19,20,24,14,92,19,20,12,21,22,
656,25,18,20,11,16,17,20,15,19,20,19,20,22,18,20,10,16,22,21,23,19,19,21,25,14,92,19,20,12,21,22,
691,26,20,21,13,18,19,20,15,20,20,20,23,25,21,21,10,17,22,22,24,20,20,22,25,14,92,22,21,13,22,23,
715,26,21,23,15,18,21,20,16,20,24,21,23,25,21,21,12,18,23,24,24,20,21,22,26,15,92,24,21,13,22,23,
736,28,22,23,15,19,22,20,17,22,24,21,23,25,22,21,12,19,25,26,25,21,21,22,27,17,92,24,21,14,22,24,
783,30,22,24,19,21,24,23,19,23,25,22,25,26,25,21,14,21,26,27,26,22,21,23,29,18,95,26,23,14,25,24,
807,30,23,24,19,23,25,25,20,24,26,24,26,26,26,21,16,21,26,27,26,22,21,23,29,20,95,29,25,15,25,25,
834,32,24,26,20,25,26,25,20,25,26,25,26,27,26,23,16,22,28,27,26,22,22,23,29,22,96,30,26,18,25,26,
865,35,26,26,23,25,26,25,21,26,28,25,27,28,26,25,17,24,28,27,29,22,23,26,29,22,96,31,27,20,26,26,
899,36,27,26,24,26,29,25,22,26,29,27,27,31,27,26,18,26,30,27,30,24,23,28,32,22,96,32,28,21,28,26,
930,37,27,26,25,27,31,28,22,26,29,29,29,32,28,32,19,29,30,29,30,24,24,28,32,22,96,33,30,21,29,26,
965,37,27,28,25,28,34,30,23,27,29,29,30,34,29,32,22,30,30,31,32,25,24,28,35,22,97,37,31,22,30,27,
1010,37,29,31,27,30,34,31,23,29,30,31,31,36,31,33,24,33,30,33,35,25,24,28,37,23,100,37,33,25,33,27,
1041,37,29,32,27,32,36,32,24,31,33,31,32,36,32,34,24,34,31,34,35,29,26,28,37,23,102,38,34,25,35,28,
1081,38,33,33,28,33,37,32,25,32,36,31,32,38,32,35,24,35,34,38,36,31,26,29,38,25,102,40,37,25,37,29,
1107,38,35,34,30,33,37,32,28,34,37,31,34,39,33,35,24,36,35,38,36,32,27,31,38,25,103,41,37,25,37,32,
