DegreeDegree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
23,NaN,6.724557522123894,8.445240532241556,9.28710537105371,9.920554485300276,10.376193534575037,10.723870915430147,10.999509998932671,11.235515377564244,11.441320811249213,11.603849180327868,11.738261117900217,11.85302303611656,11.880647395563864,11.956192834055429,12.021534288578335,12.020578991901365,12.020635440550278,11.964619883040935,12.043463045912654,12.211531407611188,12.136284722222221,12.485815892740353,12.500240876791521,13.120556673373574,13.597099697885197,14.7459393196445,16.12145665218291,16.856547619047618,13.102104791759965,14.208465608465609,23.069376933274416,21.00115740740741,14.602693602693602,18.231617647058822,30.31282051282051,29.790123456790123,35.608329641116526,28.838345864661655,24.89316239316239,24.325,23.869918699186993,14.964285714285714,34.51162790697674,26.761363636363637,20.133333333333333,NaN,NaN,NaN,28.918367346938776,
24,NaN,6.728982300884955,8.451745379876797,9.294069277418028,9.927125251509054,10.38502679528403,10.72943468203401,11.00902480607353,11.24460889788944,11.452466857578045,11.611877030086289,11.746887277775379,11.863240405450606,11.889781797720026,11.968477577947066,12.033973793994948,12.032606729377713,12.0369569396386,11.987174632028074,12.054201109134665,12.22541095890411,12.153291225462876,12.503697451973315,12.524523160762943,13.152777777777779,13.584023668639054,14.656782149148562,16.113960113960115,16.727863046044863,12.971494252873564,14.332323232323231,23.17233760494918,21.00462962962963,14.679425837320574,18.83137254901961,30.208058608058607,28.233333333333334,35.608329641116526,28.843984962406015,24.89316239316239,24.325,23.89430894308943,15.0,34.51162790697674,26.761363636363637,20.18888888888889,NaN,NaN,NaN,28.918367346938776,
25,NaN,6.774804905239688,8.456491949297705,9.310399917542775,9.936234137322463,10.397016367051247,10.738939492517892,11.018233665370634,11.257023628531611,11.46580586421669,11.624197887277738,11.757054438972448,11.879892346582984,11.902965633661921,11.986179379222559,12.048255865038222,12.054044515198846,12.053325016793014,12.00839924670433,12.085755261430004,12.237937301226715,12.168727697797465,12.546719367588933,12.5734771136859,13.16146848602989,13.647514450867051,14.728575606902604,15.98936170212766,16.501742160278745,13.235344827586207,14.403076923076924,22.857634408602152,20.60237068965517,14.708133971291867,18.540441176470587,30.21025641025641,28.238888888888887,35.60877270713336,28.843984962406015,24.914529914529915,24.345,23.934959349593495,15.011904761904763,34.51162790697674,26.772727272727273,20.211111111111112,NaN,NaN,NaN,28.918367346938776,
26,NaN,6.775669642857143,8.460918752142613,9.318055125425829,9.941162849444257,10.406573929856599,10.746129001614895,11.02696024679445,11.2660986049461,11.472439640535056,11.634233849789917,11.767633185856887,11.8893319967457,11.91502145206953,11.997425732883082,12.05632214137518,12.064769594918504,12.069253640022563,12.02695580152097,12.097798417612658,12.265060783430886,12.18131634819533,12.554750275720814,12.602823263692828,13.198278635778635,13.6642774566474,14.72276236774378,15.90543335213386,16.465437788018434,13.278514588859416,14.300497512437811,22.72774193548387,20.2578125,14.675084175084175,18.24019607843137,29.84357142857143,28.252777777777776,35.63314133805937,28.862781954887218,24.935897435897434,21.41875,23.943089430894307,21.626984126984127,34.51162790697674,26.772727272727273,20.233333333333334,NaN,NaN,NaN,28.959183673469386,
27,NaN,6.781005586592179,8.465304019237376,9.322315332091868,9.949236866514884,10.412623655913979,10.754207587921268,11.03512152760838,11.273607584893684,11.482489143165116,11.643788361177668,11.77675737300614,11.897757668265736,11.924828017510944,12.0075388416355,12.069529903292722,12.079980900083562,12.080415650716246,12.040164739665986,12.118353053175575,12.289376961004034,12.187835688780869,12.58043461267881,12.617706690696103,13.24433962264151,13.654597701149426,14.668818681318681,15.914457604812934,16.437430786267996,13.014404190309909,14.493236714975845,22.554671135316298,20.547379032258064,14.614973262032086,18.073529411764707,29.514285714285716,28.275,35.669029685423126,27.36842105263158,26.63003663003663,21.425,23.959349593495936,15.357142857142858,24.674418604651162,29.196969696969695,20.255555555555556,NaN,NaN,NaN,29.020408163265305,
28,NaN,6.788826815642458,8.475361819434873,9.331728280004143,9.957108464267613,10.421421647819063,10.761130602697998,11.042576360573284,11.283752423943795,11.491678500229762,11.653802705897807,11.78617490064353,11.9074493903591,11.937105346462072,12.01704767106187,12.082553017706601,12.092712177121772,12.094081494800735,12.061064783512384,12.131714160159552,12.302771569065714,12.222895143094645,12.58357393679282,12.61191835811613,13.213801601971657,13.713519553072626,14.632711997899712,15.868736383442267,16.50595238095238,13.153811252268602,14.302314814814816,22.589861751152075,20.06344696969697,14.730837789661319,17.84313725490196,29.201360544217685,28.275,35.669029685423126,28.261133603238868,25.25,21.425,23.975609756097562,15.357142857142858,24.674418604651162,29.21212121212121,20.3,NaN,NaN,NaN,29.102040816326532,
29,NaN,6.783874580067189,8.486519184237816,9.34250907205806,9.96734072256536,10.4297670405522,10.769820501287974,11.053142857142857,11.293602985644714,11.501470949185705,11.663520710059172,11.797887799314333,11.919607586847915,11.951849168477944,12.028092408854548,12.097173957332867,12.103663613655288,12.11077832996353,12.078484825852067,12.142361345104117,12.330369052912406,12.253663570691435,12.595620607090446,12.6296316809748,13.289373088685016,13.700392156862746,14.572328695195589,15.806412894375857,16.280500521376435,13.461732548359967,14.375117370892019,22.22454964390448,19.44325657894737,16.017543859649123,17.87091503267974,29.21360544217687,28.275,35.67035888347364,28.27327935222672,26.655677655677657,21.425,21.908536585365855,15.357142857142858,24.709302325581394,29.242424242424242,20.333333333333332,NaN,NaN,NaN,29.122448979591837,
30,NaN,6.794843049327354,8.493423329871929,9.351436871044713,9.975243747350572,10.43903466148364,10.776701349063302,11.06393681676274,11.303658439490446,11.510773446257318,11.67525583231878,11.80952871302915,11.929819207068945,11.963124890698777,12.043480590326823,12.11014139302616,12.122119610405036,12.124187182860364,12.085953409824667,12.170207094183702,12.349023090586146,12.279947575360419,12.61438688322685,12.685093941198765,13.32432224276032,13.671147540983606,14.581697612732096,15.805555555555555,16.18817733990148,13.321972734562952,14.580099502487561,21.472865275142315,19.404605263157894,15.022328548644339,18.63467492260062,29.22108843537415,27.025252525252526,35.670801949490475,28.285425101214575,26.67032967032967,21.425,21.98780487804878,15.357142857142858,24.709302325581394,29.265151515151516,15.422222222222222,25.130434782608695,NaN,NaN,29.122448979591837,
31,NaN,6.803370786516854,8.505555555555556,9.357624831309042,9.984458598726114,10.44696150519031,10.786871672756634,11.07436835122658,11.314367724445862,11.521369387351983,11.68795720164609,11.82135820394656,11.94296504696269,11.976775268033725,12.061703098750206,12.123655633741638,12.139071918212977,12.147604356741098,12.103315352594892,12.191652456085164,12.363815207780725,12.303221712670531,12.654651692214296,12.690102903938365,13.350288929440389,13.66144,14.557172557172557,15.850072780203785,16.317182817182818,13.274008157211716,14.478995433789954,21.259876766944544,19.42105263157895,14.672014260249554,18.62464985994398,28.843853820598007,27.045454545454547,35.694727514399645,28.303643724696357,26.695970695970697,21.43125,22.04268292682927,15.357142857142858,24.72093023255814,26.818181818181817,15.422222222222222,29.282608695652176,NaN,NaN,29.163265306122447,
32,NaN,6.821147356580427,8.509394572025052,9.369099604907465,9.991171715452689,10.455719237435009,10.796795109045798,11.086324442569722,11.325197089144936,11.533751166914799,11.703284947829236,11.833075081465719,11.95458576870511,11.987381887143998,12.076722991662866,12.140915395284328,12.157873424431617,12.16100599475459,12.122853563269217,12.219188869930438,12.387696678321678,12.344442550289806,12.667568391373923,12.708293663387284,13.35738602723505,13.715555555555556,14.554945054945055,15.837101170434504,16.31418918918919,13.297805642633229,14.45657894736842,21.38856304985337,19.189967105263158,14.884848484848485,18.52540106951872,29.632752613240417,26.012626262626263,35.32301656495205,28.305668016194332,26.333333333333332,23.258333333333333,20.858536585365854,15.404761904761905,24.72093023255814,26.818181818181817,15.422222222222222,29.347826086956523,NaN,NaN,29.163265306122447,
33,NaN,6.850509626274066,8.512878524190741,9.380677083333333,10.001193419145853,10.465646036916395,10.809276794291204,11.098625183030494,11.33595049251631,11.5451147928172,11.718140223831469,11.84718269588808,11.967451604002381,12.000357704369817,12.092064353031198,12.155886684570735,12.171430669800236,12.179110345602277,12.146929824561404,12.241164071308354,12.411792656587473,12.34631008801625,12.718287089254831,12.716737299220426,13.380208333333334,13.756641221374046,14.602260914760915,15.766775143344182,16.272893772893774,13.352490421455938,14.522510822510823,20.964967048213666,19.07483552631579,14.89033189033189,18.096813725490197,29.31700680272109,27.18888888888889,35.32606800348736,27.336466165413533,26.33653846153846,23.258333333333333,20.88780487804878,15.404761904761905,24.72093023255814,26.818181818181817,15.422222222222222,29.369565217391305,NaN,NaN,29.20408163265306,
34,NaN,6.858597285067873,8.515875785066294,9.384763993316625,10.009931653139684,10.478519001794162,10.818566009730354,11.110712808493037,11.347095571766815,11.558879778570583,11.72829287572873,11.861606102764483,11.980251216147535,12.016698027389749,12.106014935899294,12.16787072243346,12.191770870024657,12.195447424372412,12.161585291906183,12.266662340190798,12.451881145788798,12.367319058771049,12.726187803965582,12.74332298136646,13.39565404475043,13.822689486552568,14.586664979757085,15.820596968276293,16.088737949167395,13.405781957506095,14.58821138211382,20.75511619840444,19.28846153846154,14.902203856749312,18.1131221719457,28.954152823920264,26.015151515151516,35.69517058041648,27.349624060150376,24.85185185185185,23.258333333333333,20.926829268292682,15.404761904761905,24.732558139534884,26.818181818181817,15.422222222222222,29.402173913043477,NaN,NaN,29.20408163265306,
