Clustering,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
0,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
1,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
2,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
3,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
4,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
5,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
6,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
7,0.0,0.0,0.24030752333882482,0.28134302002926187,0.2892286022039937,0.2836191081004798,0.2761380508487548,0.2657427185867275,0.25534147705427984,0.2436641871518548,0.23037015914883,0.21934112481321608,0.2086664627841612,0.1970256762583793,0.18712591756070016,0.17696950635034747,0.1713649557036513,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
8,0.0,0.0,0.24011857707509882,0.2814046248611532,0.28911801242236024,0.2836191081004798,0.27613651150863816,0.265751668262361,0.2553268261656637,0.24363668833733435,0.23037767903815995,0.2193460837584398,0.20866366220029553,0.19702816309373686,0.18712370385047225,0.17702231206948188,0.1713592653556268,0.16036536244451258,0.14976773054803955,0.14470160984335195,0.15112560488112772,0.1379173705395316,0.16021232683710693,0.14969036253386658,0.18225108225108225,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
9,0.0,0.0,0.24046598527310695,0.2814203513022411,0.28894954507857734,0.283590042167293,0.27612770119100255,0.26567507097146703,0.25537299091544374,0.24362020351882188,0.23032164541771127,0.2193256171762587,0.20869169847157268,0.19702880584799604,0.18713337890812057,0.17699949095700085,0.17140152198218342,0.1604448838358873,0.14969458842814107,0.14466459560018782,0.15112683621756698,0.1379173705395316,0.16029821505482905,0.14969036253386658,0.1820014398848092,0.20213179312155422,0.24498968464485704,0.32738095238095244,0.3432242773491961,0.15262368815592203,0.178568780126066,0.5768649193548386,0.3557162534435262,0.19752673796791442,0.32033613445378156,0.7572263993316625,0.6516516516516516,0.852288378604168,0.5704349631475137,0.4666666666666667,0.3457317073170732,0.364692218350755,0.15946843853820597,0.7029598308668077,0.4595959595959596,0.15555555555555556,NaN,NaN,NaN,0.4448979591836735,
